"ad","marka","fiyat","indirimli_fiyat","indirim_orani","site","url","kategori","zaman"
"ACALENA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acalena-6fx-siyah-kadin-topuklu-ayakkabi-102051349","Kadın Günlük Ayakkabı","2026-06-18T22:27:41"
"INCI ALISSA 6FX Siyah Kadın Loafer","İnci","35001000.0","3599.99","100.0","FLO","https://www.flo.com.tr/urun/inci-alissa-6fx-siyah-kadin-loafer-102239752","Kadın Günlük Ayakkabı","2026-06-18T22:27:41"
"166043.Z6FX Siyah Kadın Topuklu Ayakkabı","Polaris","35001000.0","1399.99","100.0","FLO","https://www.flo.com.tr/urun/polaris-166043z6fx-siyah-kadin-topuklu-ayakkabi-102239396","Kadın Günlük Ayakkabı","2026-06-18T22:27:41"
"FORGET 5PR Bej Erkek Sneaker","Lumberjack","2599.99","1799.0","30.8","FLO","https://www.flo.com.tr/urun/lumberjack-forget-5pr-bej-erkek-sneaker-102029574","İndirimli Ürünler","2026-06-18T22:28:03"
"GARNET  5FX Siyah Kadın Topuklu Terlik","Nine West","2899.99","1799.0","38.0","FLO","https://www.flo.com.tr/urun/nine-west-garnet-5fx-siyah-kadin-topuklu-terlik-101928819","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6001 Bej Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6001-bej-kadin-topuklu-ayakkabi-102721595","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6300 Bej Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6300-bej-kadin-topuklu-ayakkabi-102721650","İndirimli Ürünler","2026-06-18T22:28:03"
"109118N.M 6FX Haki Erkek Rahat Ayakkabı","Polaris 5 Nokta","1899.99","1599.0","15.8","FLO","https://www.flo.com.tr/urun/polaris-5-nokta-109118nm-6fx-haki-erkek-rahat-ayakkabi-102239931","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6300 Kahverengi Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6300-kahverengi-kadin-topuklu-ayakkabi-102721593","İndirimli Ürünler","2026-06-18T22:28:03"
"BIG  LOW Siyah Erkek Sneaker","Nike","4799.0","3999.0","16.7","FLO","https://www.flo.com.tr/urun/nike-big-nike-low-siyah-erkek-sneaker-100287642","İndirimli Ürünler","2026-06-18T22:28:03"
"TALNY Taba Kadın Loafer","Nine West","4599.0","3299.0","28.3","FLO","https://www.flo.com.tr/urun/nine-west-talny-taba-kadin-loafer-102204677","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6300 Kahverengi Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6300-kahverengi-kadin-topuklu-ayakkabi-102721594","İndirimli Ürünler","2026-06-18T22:28:03"
"Pounce Lite Beyaz Erkek Koşu Ayakkabısı","Puma","4999.0","3999.0","20.0","FLO","https://www.flo.com.tr/urun/puma-pounce-lite-beyaz-erkek-kosu-ayakkabisi-102237145","İndirimli Ürünler","2026-06-18T22:28:03"
"GO WALK ARCH FIT N-JOY Siyah Erkek Comfort Ayakkabı","Skechers","6399.0","6199.0","3.1","FLO","https://www.flo.com.tr/urun/skechers-go-walk-arch-fit-n-joy-siyah-erkek-comfort-ayakkabi-102688276","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6001 Siyah Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6001-siyah-kadin-topuklu-ayakkabi-102721596","İndirimli Ürünler","2026-06-18T22:28:03"
"104032.Z6FX Taba Kadın Loafer","Polaris 5 Nokta","1799.99","1499.0","16.7","FLO","https://www.flo.com.tr/urun/polaris-5-nokta-104032z6fx-taba-kadin-loafer-102202579","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-992 6FX Siyah Kadın Babet","Butigo","1299.99","999.0","23.2","FLO","https://www.flo.com.tr/urun/butigo-26s-992-6fx-siyah-kadin-babet-102242398","İndirimli Ürünler","2026-06-18T22:28:03"
"108059.M 5FX Siyah Erkek Rahat Ayakkabı","Polaris 5 Nokta","1999.99","1499.99","25.0","FLO","https://www.flo.com.tr/urun/polaris-5-nokta-108059m-5fx-siyah-erkek-rahat-ayakkabi-101973895","İndirimli Ürünler","2026-06-18T22:28:03"
"RONI Taba Kadın Düz Sandalet","Nine West","4299.0","2999.0","30.2","FLO","https://www.flo.com.tr/urun/nine-west-roni-taba-kadin-duz-sandalet-102051565","İndirimli Ürünler","2026-06-18T22:28:03"
"HINSEY Siyah Kadın Düz Terlik","Nine West","4799.0","3299.0","31.3","FLO","https://www.flo.com.tr/urun/nine-west-hinsey-siyah-kadin-duz-terlik-102052367","İndirimli Ürünler","2026-06-18T22:28:03"
"RONI Siyah Kadın Düz Sandalet","Nine West","4299.0","2999.0","30.2","FLO","https://www.flo.com.tr/urun/nine-west-roni-siyah-kadin-duz-sandalet-102051564","İndirimli Ürünler","2026-06-18T22:28:03"
"DESIRAE  5FX Siyah Kadın Topuklu Ayakkabı","Nine West","4599.0","1999.0","56.5","FLO","https://www.flo.com.tr/urun/nine-west-desirae-5fx-siyah-kadin-topuklu-ayakkabi-101928696","İndirimli Ürünler","2026-06-18T22:28:03"
"MABRIL 6FX Altın Kadın Topuklu Sandalet","Nine West","4599.0","2999.0","34.8","FLO","https://www.flo.com.tr/urun/nine-west-mabril-6fx-altin-kadin-topuklu-sandalet-102051409","İndirimli Ürünler","2026-06-18T22:28:03"
"HAMPTON 6FX Bej Kadın Topuklu Ayakkabı","Nine West","4599.0","2299.0","50.0","FLO","https://www.flo.com.tr/urun/nine-west-hampton-6fx-bej-kadin-topuklu-ayakkabi-102051360","İndirimli Ürünler","2026-06-18T22:28:03"
"Ryan Erkek Günlük Sneaker Ayakkabı 26y 111230290 Full Siyah","Lufian","2999.9","1799.94","40.0","FLO","https://www.flo.com.tr/urun/ryan-erkek-gunluk-sneaker-ayakkabi-26y-111230290-full-siyah-201767538","İndirimli Ürünler","2026-06-18T22:28:03"
"NACELL 5FX Siyah Kadın Topuklu Terlik","Nine West","2899.99","1799.0","38.0","FLO","https://www.flo.com.tr/urun/nine-west-nacell-5fx-siyah-kadin-topuklu-terlik-101929070","İndirimli Ürünler","2026-06-18T22:28:03"
"GIGI 5FX Siyah Kadın Topuklu Terlik","Nine West","2899.99","1799.0","38.0","FLO","https://www.flo.com.tr/urun/nine-west-gigi-5fx-siyah-kadin-topuklu-terlik-101928829","İndirimli Ürünler","2026-06-18T22:28:03"
"FORGET 5PR Bej Erkek Sneaker","Lumberjack","2599.99","1799.0","30.8","FLO","https://www.flo.com.tr/urun/lumberjack-forget-5pr-bej-erkek-sneaker-102029574","İndirimli Ürünler","2026-06-18T22:28:03"
"GARNET  5FX Siyah Kadın Topuklu Terlik","Nine West","2899.99","1799.0","38.0","FLO","https://www.flo.com.tr/urun/nine-west-garnet-5fx-siyah-kadin-topuklu-terlik-101928819","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6001 Bej Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6001-bej-kadin-topuklu-ayakkabi-102721595","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6300 Bej Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6300-bej-kadin-topuklu-ayakkabi-102721650","İndirimli Ürünler","2026-06-18T22:28:03"
"109118N.M 6FX Haki Erkek Rahat Ayakkabı","Polaris 5 Nokta","1899.99","1599.0","15.8","FLO","https://www.flo.com.tr/urun/polaris-5-nokta-109118nm-6fx-haki-erkek-rahat-ayakkabi-102239931","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6300 Kahverengi Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6300-kahverengi-kadin-topuklu-ayakkabi-102721593","İndirimli Ürünler","2026-06-18T22:28:03"
"BIG  LOW Siyah Erkek Sneaker","Nike","4799.0","3999.0","16.7","FLO","https://www.flo.com.tr/urun/nike-big-nike-low-siyah-erkek-sneaker-100287642","İndirimli Ürünler","2026-06-18T22:28:03"
"TALNY Taba Kadın Loafer","Nine West","4599.0","3299.0","28.3","FLO","https://www.flo.com.tr/urun/nine-west-talny-taba-kadin-loafer-102204677","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6300 Kahverengi Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6300-kahverengi-kadin-topuklu-ayakkabi-102721594","İndirimli Ürünler","2026-06-18T22:28:03"
"Pounce Lite Beyaz Erkek Koşu Ayakkabısı","Puma","4999.0","3999.0","20.0","FLO","https://www.flo.com.tr/urun/puma-pounce-lite-beyaz-erkek-kosu-ayakkabisi-102237145","İndirimli Ürünler","2026-06-18T22:28:03"
"GO WALK ARCH FIT N-JOY Siyah Erkek Comfort Ayakkabı","Skechers","6399.0","6199.0","3.1","FLO","https://www.flo.com.tr/urun/skechers-go-walk-arch-fit-n-joy-siyah-erkek-comfort-ayakkabi-102688276","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6001 Siyah Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.99","7.7","FLO","https://www.flo.com.tr/urun/butigo-26s-6001-siyah-kadin-topuklu-ayakkabi-102721596","İndirimli Ürünler","2026-06-18T22:28:03"
"104032.Z6FX Taba Kadın Loafer","Polaris 5 Nokta","1799.99","1499.0","16.7","FLO","https://www.flo.com.tr/urun/polaris-5-nokta-104032z6fx-taba-kadin-loafer-102202579","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-992 6FX Siyah Kadın Babet","Butigo","1299.99","999.0","23.2","FLO","https://www.flo.com.tr/urun/butigo-26s-992-6fx-siyah-kadin-babet-102242398","İndirimli Ürünler","2026-06-18T22:28:03"
"108059.M 5FX Siyah Erkek Rahat Ayakkabı","Polaris 5 Nokta","1999.99","1499.99","25.0","FLO","https://www.flo.com.tr/urun/polaris-5-nokta-108059m-5fx-siyah-erkek-rahat-ayakkabi-101973895","İndirimli Ürünler","2026-06-18T22:28:03"
"RONI Taba Kadın Düz Sandalet","Nine West","4299.0","2999.0","30.2","FLO","https://www.flo.com.tr/urun/nine-west-roni-taba-kadin-duz-sandalet-102051565","İndirimli Ürünler","2026-06-18T22:28:03"
"HINSEY Siyah Kadın Düz Terlik","Nine West","4799.0","3299.0","31.3","FLO","https://www.flo.com.tr/urun/nine-west-hinsey-siyah-kadin-duz-terlik-102052367","İndirimli Ürünler","2026-06-18T22:28:03"
"RONI Siyah Kadın Düz Sandalet","Nine West","4299.0","2999.0","30.2","FLO","https://www.flo.com.tr/urun/nine-west-roni-siyah-kadin-duz-sandalet-102051564","İndirimli Ürünler","2026-06-18T22:28:03"
"DESIRAE  5FX Siyah Kadın Topuklu Ayakkabı","Nine West","4599.0","1999.0","56.5","FLO","https://www.flo.com.tr/urun/nine-west-desirae-5fx-siyah-kadin-topuklu-ayakkabi-101928696","İndirimli Ürünler","2026-06-18T22:28:03"
"MABRIL 6FX Altın Kadın Topuklu Sandalet","Nine West","4599.0","2999.0","34.8","FLO","https://www.flo.com.tr/urun/nine-west-mabril-6fx-altin-kadin-topuklu-sandalet-102051409","İndirimli Ürünler","2026-06-18T22:28:03"
"HAMPTON 6FX Bej Kadın Topuklu Ayakkabı","Nine West","4599.0","2299.0","50.0","FLO","https://www.flo.com.tr/urun/nine-west-hampton-6fx-bej-kadin-topuklu-ayakkabi-102051360","İndirimli Ürünler","2026-06-18T22:28:03"
"Ryan Erkek Günlük Sneaker Ayakkabı 26y 111230290 Full Siyah","Lufian","2999.9","1799.94","40.0","FLO","https://www.flo.com.tr/urun/ryan-erkek-gunluk-sneaker-ayakkabi-26y-111230290-full-siyah-201767538","İndirimli Ürünler","2026-06-18T22:28:03"
"NACELL 5FX Siyah Kadın Topuklu Terlik","Nine West","2899.99","1799.0","38.0","FLO","https://www.flo.com.tr/urun/nine-west-nacell-5fx-siyah-kadin-topuklu-terlik-101929070","İndirimli Ürünler","2026-06-18T22:28:03"
"GIGI 5FX Siyah Kadın Topuklu Terlik","Nine West","2899.99","1799.0","38.0","FLO","https://www.flo.com.tr/urun/nine-west-gigi-5fx-siyah-kadin-topuklu-terlik-101928829","İndirimli Ürünler","2026-06-18T22:28:03"
"ANES RUN I Gri Kadın Koşu Ayakkabısı","Reebok","2699.99","1999.99","25.9","FLO","https://www.flo.com.tr/urun/reebok-anes-run-i-gri-kadin-kosu-ayakkabisi-102025270","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6001 Bordo Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.0","7.8","FLO","https://www.flo.com.tr/urun/butigo-26s-6001-bordo-kadin-topuklu-ayakkabi-102721597","İndirimli Ürünler","2026-06-18T22:28:03"
"NEWYORK -K ABS 5FX Sarı Unisex Küçük Boy Valiz","Lumberjack","2099.99","1799.99","14.3","FLO","https://www.flo.com.tr/urun/lumberjack-newyork-k-abs-5fx-sari-unisex-kucuk-boy-valiz-101972764","İndirimli Ürünler","2026-06-18T22:28:03"
"LUGANO -K ABS 5PR Pudra Unisex Küçük Boy Valiz","Lumberjack","2399.99","1799.99","25.0","FLO","https://www.flo.com.tr/urun/lumberjack-lugano-k-abs-5pr-pudra-unisex-kucuk-boy-valiz-102043418","İndirimli Ürünler","2026-06-18T22:28:03"
"TIRREN 5FX Siyah Kadın Topuklu Ayakkabı","Nine West","4999.0","2799.0","44.0","FLO","https://www.flo.com.tr/urun/nine-west-tirren-5fx-siyah-kadin-topuklu-ayakkabi-101987506","İndirimli Ürünler","2026-06-18T22:28:03"
"MONSA 5FX Siyah Kadın Dolgu Topuk Sandalet","Nine West","2999.0","1799.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-monsa-5fx-siyah-kadin-dolgu-topuk-sandalet-101929053","İndirimli Ürünler","2026-06-18T22:28:03"
"MIOR 5FX Siyah Kadın Topuklu Sandalet","Nine West","3999.0","2299.0","42.5","FLO","https://www.flo.com.tr/urun/nine-west-mior-5fx-siyah-kadin-topuklu-sandalet-101929034","İndirimli Ürünler","2026-06-18T22:28:03"
"ELIANA2 5FX Siyah Kadın Topuklu Ayakkabı","Nine West","3999.0","2799.0","30.0","FLO","https://www.flo.com.tr/urun/nine-west-eliana2-5fx-siyah-kadin-topuklu-ayakkabi-101929691","İndirimli Ürünler","2026-06-18T22:28:03"
"NINA 6FX KIRIK BEYAZ Kadın Babet","Nine West","4299.0","2299.0","46.5","FLO","https://www.flo.com.tr/urun/nine-west-nina-6fx-kirik-beyaz-kadin-babet-102051380","İndirimli Ürünler","2026-06-18T22:28:03"
"NILLY 6FX Lacivert Kadın Babet","Nine West","3999.0","2299.0","42.5","FLO","https://www.flo.com.tr/urun/nine-west-nilly-6fx-lacivert-kadin-babet-102052579","İndirimli Ürünler","2026-06-18T22:28:03"
"NACEDIA 5FX Siyah Kadın Topuklu Sandalet","Nine West","2999.0","1799.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-nacedia-5fx-siyah-kadin-topuklu-sandalet-101929064","İndirimli Ürünler","2026-06-18T22:28:03"
"ACALENA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acalena-6fx-siyah-kadin-topuklu-ayakkabi-102051349","İndirimli Ürünler","2026-06-18T22:28:03"
"Caven 2.0 Bej Erkek Sneaker","Puma","4699.0","3999.0","14.9","FLO","https://www.flo.com.tr/urun/puma-puma-caven-20-bej-erkek-sneaker-102237412","İndirimli Ürünler","2026-06-18T22:28:03"
"MARINA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-marina-6fx-siyah-kadin-topuklu-ayakkabi-102051477","İndirimli Ürünler","2026-06-18T22:28:03"
"TUMPEN 6FX Nude Kadın Topuklu Sandalet","Nine West","4299.0","2499.0","41.9","FLO","https://www.flo.com.tr/urun/nine-west-tumpen-6fx-nude-kadin-topuklu-sandalet-102052551","İndirimli Ürünler","2026-06-18T22:28:03"
"MARISOL 6FX Vizon Kadın Topuklu Ayakkabı","Nine West","4299.0","2299.0","46.5","FLO","https://www.flo.com.tr/urun/nine-west-marisol-6fx-vizon-kadin-topuklu-ayakkabi-102051410","İndirimli Ürünler","2026-06-18T22:28:03"
"LENNA 5FX Altın Kadın Topuklu Sandalet","Nine West","3599.0","1999.0","44.5","FLO","https://www.flo.com.tr/urun/nine-west-lenna-5fx-altin-kadin-topuklu-sandalet-101928913","İndirimli Ürünler","2026-06-18T22:28:03"
"ACADE 6FX Nude Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acade-6fx-nude-kadin-topuklu-ayakkabi-102051342","İndirimli Ürünler","2026-06-18T22:28:03"
"EALEN 6FX Bordo Kadın Topuklu Sandalet","Nine West","4999.0","3499.0","30.0","FLO","https://www.flo.com.tr/urun/nine-west-ealen-6fx-bordo-kadin-topuklu-sandalet-102051449","İndirimli Ürünler","2026-06-18T22:28:03"
"ACACIA 6FX Krem Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acacia-6fx-krem-kadin-topuklu-ayakkabi-102051340","İndirimli Ürünler","2026-06-18T22:28:03"
"ONDINA 6FX Kahverengi Kadın Topuklu Terlik","Nine West","4599.0","2999.0","34.8","FLO","https://www.flo.com.tr/urun/nine-west-ondina-6fx-kahverengi-kadin-topuklu-terlik-102052476","İndirimli Ürünler","2026-06-18T22:28:03"
"PAMELON 6FX Krem Kadın Topuklu Ayakkabı","Nine West","4299.0","2299.0","46.5","FLO","https://www.flo.com.tr/urun/nine-west-pamelon-6fx-krem-kadin-topuklu-ayakkabi-102051424","İndirimli Ürünler","2026-06-18T22:28:03"
"MAREN 6FX Nude Kadın Topuklu Terlik","Nine West","4299.0","2499.0","41.9","FLO","https://www.flo.com.tr/urun/nine-west-maren-6fx-nude-kadin-topuklu-terlik-102052472","İndirimli Ürünler","2026-06-18T22:28:03"
"MARISSA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-marissa-6fx-siyah-kadin-topuklu-ayakkabi-102051480","İndirimli Ürünler","2026-06-18T22:28:03"
"ANES RUN I Gri Kadın Koşu Ayakkabısı","Reebok","2699.99","1999.99","25.9","FLO","https://www.flo.com.tr/urun/reebok-anes-run-i-gri-kadin-kosu-ayakkabisi-102025270","İndirimli Ürünler","2026-06-18T22:28:03"
"26S-6001 Bordo Kadın Topuklu Ayakkabı","Butigo","1299.99","1199.0","7.8","FLO","https://www.flo.com.tr/urun/butigo-26s-6001-bordo-kadin-topuklu-ayakkabi-102721597","İndirimli Ürünler","2026-06-18T22:28:03"
"NEWYORK -K ABS 5FX Sarı Unisex Küçük Boy Valiz","Lumberjack","2099.99","1799.99","14.3","FLO","https://www.flo.com.tr/urun/lumberjack-newyork-k-abs-5fx-sari-unisex-kucuk-boy-valiz-101972764","İndirimli Ürünler","2026-06-18T22:28:03"
"LUGANO -K ABS 5PR Pudra Unisex Küçük Boy Valiz","Lumberjack","2399.99","1799.99","25.0","FLO","https://www.flo.com.tr/urun/lumberjack-lugano-k-abs-5pr-pudra-unisex-kucuk-boy-valiz-102043418","İndirimli Ürünler","2026-06-18T22:28:03"
"TIRREN 5FX Siyah Kadın Topuklu Ayakkabı","Nine West","4999.0","2799.0","44.0","FLO","https://www.flo.com.tr/urun/nine-west-tirren-5fx-siyah-kadin-topuklu-ayakkabi-101987506","İndirimli Ürünler","2026-06-18T22:28:03"
"MONSA 5FX Siyah Kadın Dolgu Topuk Sandalet","Nine West","2999.0","1799.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-monsa-5fx-siyah-kadin-dolgu-topuk-sandalet-101929053","İndirimli Ürünler","2026-06-18T22:28:03"
"MIOR 5FX Siyah Kadın Topuklu Sandalet","Nine West","3999.0","2299.0","42.5","FLO","https://www.flo.com.tr/urun/nine-west-mior-5fx-siyah-kadin-topuklu-sandalet-101929034","İndirimli Ürünler","2026-06-18T22:28:03"
"ELIANA2 5FX Siyah Kadın Topuklu Ayakkabı","Nine West","3999.0","2799.0","30.0","FLO","https://www.flo.com.tr/urun/nine-west-eliana2-5fx-siyah-kadin-topuklu-ayakkabi-101929691","İndirimli Ürünler","2026-06-18T22:28:03"
"NINA 6FX KIRIK BEYAZ Kadın Babet","Nine West","4299.0","2299.0","46.5","FLO","https://www.flo.com.tr/urun/nine-west-nina-6fx-kirik-beyaz-kadin-babet-102051380","İndirimli Ürünler","2026-06-18T22:28:03"
"NILLY 6FX Lacivert Kadın Babet","Nine West","3999.0","2299.0","42.5","FLO","https://www.flo.com.tr/urun/nine-west-nilly-6fx-lacivert-kadin-babet-102052579","İndirimli Ürünler","2026-06-18T22:28:03"
"NACEDIA 5FX Siyah Kadın Topuklu Sandalet","Nine West","2999.0","1799.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-nacedia-5fx-siyah-kadin-topuklu-sandalet-101929064","İndirimli Ürünler","2026-06-18T22:28:03"
"ACALENA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acalena-6fx-siyah-kadin-topuklu-ayakkabi-102051349","İndirimli Ürünler","2026-06-18T22:28:03"
"Caven 2.0 Bej Erkek Sneaker","Puma","4699.0","3999.0","14.9","FLO","https://www.flo.com.tr/urun/puma-puma-caven-20-bej-erkek-sneaker-102237412","İndirimli Ürünler","2026-06-18T22:28:03"
"MARINA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-marina-6fx-siyah-kadin-topuklu-ayakkabi-102051477","İndirimli Ürünler","2026-06-18T22:28:03"
"TUMPEN 6FX Nude Kadın Topuklu Sandalet","Nine West","4299.0","2499.0","41.9","FLO","https://www.flo.com.tr/urun/nine-west-tumpen-6fx-nude-kadin-topuklu-sandalet-102052551","İndirimli Ürünler","2026-06-18T22:28:03"
"MARISOL 6FX Vizon Kadın Topuklu Ayakkabı","Nine West","4299.0","2299.0","46.5","FLO","https://www.flo.com.tr/urun/nine-west-marisol-6fx-vizon-kadin-topuklu-ayakkabi-102051410","İndirimli Ürünler","2026-06-18T22:28:03"
"LENNA 5FX Altın Kadın Topuklu Sandalet","Nine West","3599.0","1999.0","44.5","FLO","https://www.flo.com.tr/urun/nine-west-lenna-5fx-altin-kadin-topuklu-sandalet-101928913","İndirimli Ürünler","2026-06-18T22:28:03"
"ACADE 6FX Nude Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acade-6fx-nude-kadin-topuklu-ayakkabi-102051342","İndirimli Ürünler","2026-06-18T22:28:03"
"EALEN 6FX Bordo Kadın Topuklu Sandalet","Nine West","4999.0","3499.0","30.0","FLO","https://www.flo.com.tr/urun/nine-west-ealen-6fx-bordo-kadin-topuklu-sandalet-102051449","İndirimli Ürünler","2026-06-18T22:28:03"
"ACACIA 6FX Krem Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-acacia-6fx-krem-kadin-topuklu-ayakkabi-102051340","İndirimli Ürünler","2026-06-18T22:28:03"
"ONDINA 6FX Kahverengi Kadın Topuklu Terlik","Nine West","4599.0","2999.0","34.8","FLO","https://www.flo.com.tr/urun/nine-west-ondina-6fx-kahverengi-kadin-topuklu-terlik-102052476","İndirimli Ürünler","2026-06-18T22:28:03"
"PAMELON 6FX Krem Kadın Topuklu Ayakkabı","Nine West","4299.0","2299.0","46.5","FLO","https://www.flo.com.tr/urun/nine-west-pamelon-6fx-krem-kadin-topuklu-ayakkabi-102051424","İndirimli Ürünler","2026-06-18T22:28:03"
"MAREN 6FX Nude Kadın Topuklu Terlik","Nine West","4299.0","2499.0","41.9","FLO","https://www.flo.com.tr/urun/nine-west-maren-6fx-nude-kadin-topuklu-terlik-102052472","İndirimli Ürünler","2026-06-18T22:28:03"
"MARISSA 6FX Siyah Kadın Topuklu Ayakkabı","Nine West","4799.0","2499.0","47.9","FLO","https://www.flo.com.tr/urun/nine-west-marissa-6fx-siyah-kadin-topuklu-ayakkabi-102051480","İndirimli Ürünler","2026-06-18T22:28:03"
"BECLAN 6FX Bej Kadın Babet","Nine West","3999.0","2799.0","30.0","FLO","https://www.flo.com.tr/urun/nine-west-beclan-6fx-bej-kadin-babet-102052423","İndirimli Ürünler","2026-06-18T22:28:03"
"GARLAND  5FX Taba Kadın Topuklu Terlik","Nine West","2999.0","1999.0","33.3","FLO","https://www.flo.com.tr/urun/nine-west-garland-5fx-taba-kadin-topuklu-terlik-101928816","İndirimli Ürünler","2026-06-18T22:28:03"
"ORVA  5FX Siyah Kadın Topuklu Ayakkabı","Nine West","3999.0","1999.0","50.0","FLO","https://www.flo.com.tr/urun/nine-west-orva-5fx-siyah-kadin-topuklu-ayakkabi-101929111","İndirimli Ürünler","2026-06-18T22:28:03"
"HAMPTON 6FX Mavi Kadın Topuklu Ayakkabı","Nine West","4599.0","2499.0","45.7","FLO","https://www.flo.com.tr/urun/nine-west-hampton-6fx-mavi-kadin-topuklu-ayakkabi-102051361","İndirimli Ürünler","2026-06-18T22:28:03"
"TUMPEN 6FX Gümüş Kadın Topuklu Sandalet","Nine West","4299.0","2499.0","41.9","FLO","https://www.flo.com.tr/urun/nine-west-tumpen-6fx-gumus-kadin-topuklu-sandalet-102052553","İndirimli Ürünler","2026-06-18T22:28:03"
"BECLAN 6FX Bej Kadın Babet","Nine West","3999.0","2799.0","30.0","FLO","https://www.flo.com.tr/urun/nine-west-beclan-6fx-bej-kadin-babet-102052422","İndirimli Ürünler","2026-06-18T22:28:03"
"LENNA 5FX Siyah Kadın Topuklu Sandalet","Nine West","3599.0","1999.0","44.5","FLO","https://www.flo.com.tr/urun/nine-west-lenna-5fx-siyah-kadin-topuklu-sandalet-101928915","İndirimli Ürünler","2026-06-18T22:28:03"
"JORGIA 5FX Siyah Kadın Dolgu Topuk Sandalet","Nine West","2999.0","1799.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-jorgia-5fx-siyah-kadin-dolgu-topuk-sandalet-101928857","İndirimli Ürünler","2026-06-18T22:28:03"
"OLANDE 6FX Siyah Kadın Topuklu Sandalet","Nine West","4999.0","2999.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-olande-6fx-siyah-kadin-topuklu-sandalet-102052537","İndirimli Ürünler","2026-06-18T22:28:03"
"MONNI 5FX Lacivert Kadın Dolgu Topuk Sandalet","Nine West","2999.0","1799.0","40.0","FLO","https://www.flo.com.tr/urun/nine-west-monni-5fx-lacivert-kadin-dolgu-topuk-sandalet-101929049","İndirimli Ürünler","2026-06-18T22:28:03"
"MARIA 6FX Lacivert Kadın Topuklu Sandalet","Nine West","4599.0","2999.0","34.8","FLO","https://www.flo.com.tr/urun/nine-west-maria-6fx-lacivert-kadin-topuklu-sandalet-102052520","İndirimli Ürünler","2026-06-18T22:28:03"
